story,maslow
Olivia getting ready to meet her boy friend after corona lock down. She bought a gift for her friend They were happy to meet after long gap and hugged each other,1
"Cindy was so happy to be going on vacation as she sat in the plane on the runway. When the plane was in the air, a soldier from the rebel forces told everyone the plane was being hijacked. Someone tried to stop the hijacking but failed, the pilot was shot causing the plane to crash and everyone died.",0
"Jake was running around outside playing soccer with his friends. A sudden lightning storm popped up, but jake didn't want to go inside. Jake wound up being struck by lightning while playing in the storm and had to go to the hospital.",0
"There was a parade held one spring afternoon for the new leader that was elected to run the country. The new leader, while loved at first, began cracking down and arresting people he felt were evil and impure in society. Now we live in a society where the military watches over everyone and arrests people that disobey the leader's commands.",0
She loves the food at the table. She loves the moment she decorates the table with food. She loves the moment she shares her food with her friends.,1
She met her friend several days later. She listens to the sound of the loudspeaker and dances. He is very happy that he met a girl who dance very well.,1
"A man named John had failed promotions for years. After an unexpected project, John goes into a meeting with his boss. John is promoted and takes on his position.",2
Sam hugged his good friend jill after he told her he was going to be hospitalized for a long time. Sam's mom drove sam to the hospital. Sam was very sad because he knew he was going to be in the hospital for a long time with a serious illness.,0
Tom falls in love with mary Mary accepts tom's love After marriage mary got pregnent,1
Mary and ken had a very loving relationship. But harry started to fill mary's mind with rumours against ken. Now mary is sad and alone after breaking up with ken.,1
Samuel is a lazy person. He is always late for work. He was fired from his job and very unhappy.,2
Joan is pregnant with her first child. She started getting contractions and went to the hospital. She gave birth to a healthy baby girl.,0
Jeni and jack were close friends. they met each other in the first day of college.they have some fight in their relationship. Jeni bought some gift to calm down jack Finally jeni cooled jack by the gift,1
"She bought a gift for his child On her way home, she saw and helped a poor man in need of money. She gave some food to the poor for her family.",2
Yuvan plans for a world tour in aeroplane Yuvan studied well and got good marks and good job Finally yuvan happily went on world tour by aeroplane,2
"Jim went to the parade honoring the newly elected congressman and thought about running for office himself. So jim ran for student body president of his senior class, and worked hard to prepare his speech. But when jim finished speaking, a girl burst into mocking laughter, and the rest of the students followed suit.",1
"Government and police official tells everyone to wear mask, maintain social distancing and not to go outside without any serious neccessity Sam went for outdoor jogging without wearing face mask inspite of several covid 19 instructions Sam got infected for covid-19 without following the measures and it is sad that he is in hospital bed ,,, hoping him for speedy recovery , please follow sms - social distancing , mask covering face and sanitizing hand frequently mouth ,",0
Brenda loved to eat. Brenda thought that she was expecting. It turned out she had just gained weight and there was no baby.,0
Kevin told his little sister he would play video games with her after school. Kevin forgot what he told his sister and played soccer with his friends after school instead. Kevin's little sister felt neglected and ran away from home.,0
"Timmy sit's at home playing video games with his friends due to a pandemic. Once the vaccine was available for the disease, timmy went to see his doctor to get his vaccine shot. Now, timmy is excited to play with his friends for real rather than just on video games.",0
Ryan was an amateur playing piano on the street one day to raise some cash. Ryan was so good at playing the piano that the news showed up and put him on tv. Ryan's performance on the news led to him becoming famous and he wound up making a lot of money as a pianist.,2
Doreen loved to play with her little pinocchio doll. She also loved to dance like a real ballerina. Then one day she got on the scale while eating pizza and realized she was 40 and gained 100 pounds.,1
Mark planned to meet up with his friends in a restaurant. He had an accident on the way to the restaurant. He was immediately rushed to the hospital and is in intensive care after several injuries.,0
The three friends are going to the restaurant and enjoying the meals. The john is blood level is very low so admitted in hospital. The jack is very scary because he slept in bad dreams.,0
"Harry was down on his luck so he went to a convenience store and stole a bunch of food. He jumped in his car a sped away, only to crash into another car a block away from the store. The police came to the scene and arrested harry for the burglary and he spent the next two years in prison.",0
"Philip, carrying his briefcase, has just been told by his boss that he has a lot of work to do today and he has to finish it all before he can go on vacation. Philip works as hard as he can to complete all of his work before the end of the day so he can make his flight for the beach. After finishing his work on time, philip is waiting to take off for his beach vacation!",2
"Pinky the cat only had one friend, her stuffed little teddy bear. She would look up at the moon and stars, wishing she had a real friend. One day she decided to explore the world outside, where she was struck by two cars and died a sad death.",1
"Billy was sick in the hospital and dreamed of going to the beach. As soon as he got out of the hospital, he got on a plane and flew to the beach. The beach was beautiful and he enjoyed his time there.",2
"Mike and jenny liked each other and they decided to become a couple after many months of cute flirting. Jenny had a friend joe who was jelous of the time she was spending with mike, so he made up a story about how mike had broken anothers girls heart to get her to dump him. Once jenny went to mike and tols him what happened, he went to find joe and they got into a fight over what he had said about him to jenny.",1
"Tommy is very lonely and unpopular. One day he decides to change his life. So he decides to devote himself to the sport and becomes the best footballer in school. After he won the big game, the prettiest girl in school wants to congratulate him and date him, so now he's a star athlete with his beautiful girlfriend.",2
Sam faces loss in business and is bankrupt. He tried his luck in poker games to overcome his financial losses. He won lots of money and is no longer bankrupt.,2
Tom asked jackson to play with him but jackson was too upset with him to play. Jackson called his friends to come over to tom's house. Jackson and his friend beat up tom.,0
The named john is a only child for his parents He used to play video games alone in his house At last he got new friends and started playing outside in the ground,1
"John really loved his girlfriend mary and spends time with her any chance he got. Unfortunately, after his final year of school, he lost interest in her. Mary, due to her heartbreak, drove recklessly and ended up in a fatal accident.",1
"The home lisa went to has a small baby. The baby grew up and would let lisa sleep on the bed with her at night. On day, the girl brought lisa a toy mouse to play with as a gift.",1
"He is under treatment Finally, he was cured and he is playing sports His dream of travelling somewhere has come true.",2
They were childhood sweethearts Then she caught him cheating on her And she danced on his grave,1
Patrick decides to change careers to become a stock trader. Patrick is warned about an incoming market downturn but ignores the warning. He ends up losing all of his money in the stock market and is now homeless.,2
"A man, john, has been failing to get a promotion for years. John goes into a meeting with his boss after completing an extraordinary project. John gets promoted and given his own office.",2
Bon watched TV instead of studying for college exams. He had to stay up all night in the library to catch up. He was so tired that he had an accident on the way to an exam.,2
Joe was always a sick kid he started playing football and that made him stronger he grew up to be a world famous athlete,2
Carol had an argument with her husband. She ran quickly out of the house and to her car. She got in a wreck because she was so upset..,1
"Ragu's father is a police man. he loves his son very much. Ragu is a foot ball player. playing for his country is his ultimate aim of life. his father highly supports his aim. he motivates him every time while he plays football. Due to ragu's hard work, he has been selected for his country's national team and played his role well to get a world cup final match. ragu's father arranges a celebration to receive him in a grand manner. he is in the open car and all people appreciate him for his greatest achievement. hard work never fails.",1
Jack is finally shopping for food to prepare dinner for his family. Jack told his wife and son his dinner plans and they were very supportive of his ambition to cook such a large meal. Jack worked a miracle and was able to cook a fantastic dinner with very little experience.,2
John is a naughty boy who doesn't want to go to school. John wasted his time playing games and pranks. He realized his mistake during the exam and was very upset because he could not study properly.,2
Karthi was involved in a bad car accident. It plunged him into bed with terrible injuries. But he waked up with his determination and get everyone in surprise.,2
"Damien was having a really rough time dealing with his boss at his job. Damien went home with a bad headache almost every day from work. Damien gained 50 lbs because he ate so much bad food due to the stress of his job, which made him very unhealthy and sad.",0
"Alice suffered from anxiety as a child and had no self-confidence. As she grew up, people who knew Alice, like her sister Mary, always laughed at her. She said that she didn't believe in herself and had neither her job nor friends, so she grew up and became homeless.",2
"Laila never listen to the words of her father. one rainy day she is ready to go to her friend's home by car for a celebration. since it is a rainy day, her father advised her not to attend the celebration. as usual, she didn't give importance to her father's advice. Laila started her car and on the way to her friend's home. meanwhile, it starts raining heavily with thunder and lightening. she drove the car with fear. In the rain, she couldn't able to see the vehicle coming from the opposite side. her car crashed with the another car. she was severely injured and hospitalized. now she realized that, she should listen to her father's advice hereafter.",0
On the way to work brenda was not paying attention so she got in an accident. Brenda was very distressed and went to talk to the other driver. She ended up talking and keeping in touch with the other driver. they ended up dating and eventually got married.,0
"Tobey was in the hospital sick. His girlfriend sheila visited him. Sheila gave tobey a get well present, and tobey was happy.",0
Romeo likes food very much Romeo got obesed over days because of the diet he follow He decided to change his diet and he lose all the excessive weight and he got into an adventure,2
"The two friends are fighting with no reason . The men are very hard working, he is very tired. The finally meet the friend and both are very happy.",1
Peter was sick and needed to stay in the hospital He longed to play soccer once more. His friend hannah the ballerina came to visit him and cheer him up!,0
Victor is a good singer and he loves emily from past one years. He propsed emily but she not replied anything and went home. One day finally emily accepted his proposal and victor was so happy.,1
Jenni had problems with her pregnancy. The doctor said there was a possibility the baby might have a birth defect. The baby was born normally and is now very perky.,0
Susan and michael are friend from the childhood When the school is completed michael went to propose her Michael got so devastated and fell into deep sorrow,1
Leonard met a girl at school whom he thought was nice. They loved talking to each other about all kinds of things. They both realized they were meant for each other and became boyfriend and girlfriend.,1
Terry went to the doctor because he was not feeling well. The doctor told him he was overweight and had to diet and exercise more. Terry started eating better and jogging and has lost 40 pounds and now feels great!,0
Neymar is a famous food ball player. One day he got car accident because of over speed and he drunked lot. Neymar lost his right leg in accident and his life changed and he could not able to play food ball ever.,0
"Long ago there lived an elderly woman in a village She wanted to meet her daughter who was living in city To her surprise, her daughter came to meet her with a friend",1
"Tom and mary had a loving relationship. But tom became obsessed with making money and started to neglect mary. Tom is now alone, single and unhappy.",1
"Miguel worked with her father, who worked as a carpenter. He published his work through the Internet. Now they are famous and have become a tourist attraction.",2
Sarah was feeling overwhelmed while shopping for the holidays. She even got in a minor car accident on the way home. Thankfully she still found time to cook her family a meal that everyone loved.,1
Lucy was trying to find her way around her new apartment. Lucy ended up tripping and ended up at the local hispital. The doctor told her that she fractured her leg and was running a temperature.,0
"The boy wants to become a military man He is practice to achieve his goal After a long time he did not become a military man , so he is very sad and crying",1
"Danny decided to go on a diet and exercise more after he noticed he had gained a lot of weight. Danny exercised and ate health food regularly for several weeks. Unfortunately, danny returned to his bad habits of eating junk food and not exercising after a month.",2
Pinnocchio always wanted to step out of the house and travel. One day he decided to get ready and go on an adventure. He travelled all across the world and became a renowned traveller.,2
"Jake is a happy, joyful boy and a good football player. One day jake got diagnosed with brain tumor type 4. Jake fought against his sickness but unfortunately he was not cured completely and died.",0
Jane was very much worried as she got so many rashes and pimples on her face She went to a doctor and got treatment for the rashes. After applying the medicines and herbs she got cured and she looked beautiful and she felt happy,2
Ram was a explorer and he search of a treasure. Ram search over the deserts for more than a month At last ram find the treasure and become rich.,2
"Billy was sick and dreamed of going to the home. As soon as he got out of the home, he got on a cab and flew to the bed. The Room was cozy and he feel comfy.",2
Jane was so worried about her pimples and pimples on her face that she went to the hospital for treatment. She was healed with medicine and medicine and she looked beautiful and happy,2
